1.699969768524169922e-01,-1.604196876287460327e-01,1.009686279296875000e+01,1.664501056075096130e-02,-4.394282586872577667e-03,1.877557113766670227e-02,5.265434265136718750e+00,8.896768569946289062e+00,-2.959595870971679688e+01,3.421173095703125000e+01,-1.831628323998302221e-04,9.999998211860656738e-01,-3.976383304689079523e-04,-3.668496210593730211e-04
1.795742809772491455e-01,-9.337862581014633179e-02,1.005137062072753906e+01,1.797660999000072479e-02,-6.258523557335138321e-03,1.571288891136646271e-02,3.994467496871948242e+00,9.441468238830566406e+00,-3.152232360839843750e+01,3.430757522583007812e+01,-7.844686042517423630e-04,9.999977946281433105e-01,-1.421269029378890991e-03,-1.363121205940842628e-03
1.699969768524169922e-01,-1.197161823511123657e-01,1.008489131927490234e+01,1.810977049171924591e-02,-5.992203485220670700e-03,1.318284776061773300e-02,3.994467496871948242e+00,9.441468238830566406e+00,-3.152232360839843750e+01,3.421173095703125000e+01,-8.459961973130702972e-04,9.999975562095642090e-01,-1.480181934311985970e-03,-1.419494743458926678e-03
1.699969768524169922e-01,-1.197161823511123657e-01,1.008489131927490234e+01,1.810977049171924591e-02,-5.992203485220670700e-03,1.318284776061773300e-02,3.994467496871948242e+00,9.441468238830566406e+00,-3.152232360839843750e+01,3.421173095703125000e+01,-8.459961973130702972e-04,9.999975562095642090e-01,-1.480181934311985970e-03,-1.419494743458926678e-03
1.771799474954605103e-01,-1.676026582717895508e-01,1.014953804016113281e+01,1.238388754427433014e-02,-9.054885245859622955e-03,1.304968819022178650e-02,4.357600688934326172e+00,8.715201377868652344e+00,-3.187257194519042969e+01,3.402003860473632812e+01,-9.257316705770790577e-04,9.999971389770507812e-01,-1.614348962903022766e-03,-1.545764738693833351e-03
1.987288743257522583e-01,-1.580253690481185913e-01,1.015911579132080078e+01,1.358232833445072174e-02,-7.323804311454296112e-03,1.318284776061773300e-02,5.447000980377197266e+00,9.441468238830566406e+00,-3.047157859802246094e+01,3.430757522583007812e+01,-9.630054119043052197e-04,9.999968409538269043e-01,-1.671635429374873638e-03,-1.605537836439907551e-03
1.915459036827087402e-01,-1.436594277620315552e-01,1.007770824432373047e+01,1.557972934097051620e-02,-6.391683593392372131e-03,1.771029084920883179e-02,3.812900781631469727e+00,1.034930229187011719e+01,-3.274819183349609375e+01,3.440341949462890625e+01,-1.055208733305335045e-03,9.999963045120239258e-01,-1.807619002647697926e-03,-1.738707069307565689e-03
1.963345408439636230e-01,-1.340821236371994019e-01,1.013996124267578125e+01,1.451444905251264572e-02,-8.389084599912166595e-03,1.038648653775453568e-02,4.357600688934326172e+00,9.078334808349609375e+00,-3.222282028198242188e+01,3.440341949462890625e+01,-1.099625369533896446e-03,9.999961256980895996e-01,-1.852278015576303005e-03,-1.804993953555822372e-03
2.083061635494232178e-01,-1.532367169857025146e-01,1.012559509277343750e+01,1.571288891136646271e-02,-7.590124383568763733e-03,1.358232833445072174e-02,4.176033973693847656e+00,8.533635139465332031e+00,-3.029645538330078125e+01,3.421173095703125000e+01,-1.211052294820547104e-03,9.999955296516418457e-01,-1.962815644219517708e-03,-1.938080880790948868e-03
2.178834527730941772e-01,-1.580253690481185913e-01,1.007291984558105469e+01,1.411496847867965698e-02,-5.592723377048969269e-03,1.411496847867965698e-02,4.176033973693847656e+00,8.533635139465332031e+00,-3.029645538330078125e+01,3.421173095703125000e+01,-1.254037139005959034e-03,9.999952912330627441e-01,-2.027966780588030815e-03,-1.988197909668087959e-03
